"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42","h.43","h.44","h.45","h.46","h.47","h.48","h.49","h.50","h.51","h.52","h.53","h.54","h.55","h.56"
"624",2022-01-20,5.24051462264806,5.12138374736875,3.71116627322808,-13.8576279584325,-26.3927807315322,-6.53462254585303,-5.82987465962367,16.8215824965579,18.7883105209297,-0.535243049413744,-16.2370049916981,-1.37614736737202,-3.80215091335984,-18.7758456658714,-7.0506030829969,1.6480856421177,1.0693797120407,-17.8106587097137,-15.9403588487598,1.36982566792789,-11.6132015316035,4.7057743779769,10.6841683182029,6.6258696940791,40.9456342784214,-25.7030346994002,-7.88581490652204,-3.37606214897921,-0.270781303072055,14.3337986466589,7.31538125942221,-18.2211464723812,-7.61749831207036,-8.17630097591445,-18.8156632149214,8.26887778110469,9.8240924955086,6.54192118388124,23.2951659296278,8.10595455886514,-9.73498478581742,6.62806759647706,6.60279234335143,7.19258934427586,17.4071213333205,-3.77922112734954,-3.45952648227904,-1.6758659598175,-1.45919044267312,10.9742549175623,9.65848907172884,7.48373114027417,-19.0900287985375,4.56267620288331,2.1108542516911,-6.48711664900938
"625",2022-01-21,3.60140061579572,2.98269577938277,-14.1053608082572,-26.1877399866738,-6.99034831708343,-7.22113263210088,14.8440174393072,17.499829466278,-1.28131417062331,-16.4705231664314,-1.19589671906551,-4.22846880904496,-20.3149159854256,-9.57471991395752,0.102813262949831,0.349461089092268,-18.0277903124876,-15.7162433948341,0.981494728916657,-13.0385461892743,2.47746680614619,9.29457869723362,5.95978439624918,40.7691903738556,-25.4406651488704,-8.29236859513072,-4.67694970258544,-2.59597388044405,13.0140958012191,6.66746930907592,-18.4001169072579,-7.37636741624307,-8.56577836011089,-20.2888191437232,6.15944968692611,8.4486646959943,5.90192266084047,23.2275899226463,8.38014499254341,-10.0681033086225,5.49901736310546,4.4613527601255,5.80378557581929,16.8771103364313,-3.85335251633548,-3.13479385105881,-1.96714333281672,-2.66676016565124,8.95073196936385,8.32057857079338,6.90338739123615,-19.1553591111803,4.87694107564879,1.84706104701901,-7.73441634608224,3.15133293809365
"626",2022-01-22,1.6119439360143,-15.0649551489623,-26.4502189006544,-7.02134998938673,-7.76602157068231,13.9412539442682,16.1054401963755,-2.74093640071406,-17.4904586141971,-1.44291296397283,-4.29644118407235,-20.9675142716961,-10.7704065297724,-1.61302123281042,-1.11475212233656,-19.1021643627556,-16.0402670759269,0.881206397662606,-13.6901890905278,1.38309094478006,7.7117932014814,4.55156089494672,40.1053073378156,-25.8367625293668,-8.44092530903733,-5.31590155557007,-3.7789494171996,11.4724577173794,5.24366148027169,-19.5591785260433,-7.75363024937939,-8.75350280586347,-21.0637022734783,5.04856146465453,6.80116584640366,4.44010445199755,22.3420604368268,7.91729557062785,-10.4202036724481,4.74261092734369,3.18059979278312,3.971678153958,15.4649840676716,-5.08720160717019,-3.69303939110548,-2.33031560122545,-3.52361877081155,7.70193803499679,6.51233751998178,5.29563991283199,-20.6120621795377,4.3278973954616,1.46204452777618,-8.67023059451757,1.79308097852874,9.36664274535794
"627",2022-01-23,-15.8281315765701,-26.8134202787389,-6.97103720892104,-7.66842544134022,13.8041183748658,15.7455566813877,-3.49771593579792,-18.2721675583572,-1.73741000759257,-4.25151819082721,-20.862707970017,-10.9503825813222,-2.05141746586568,-1.86158964710899,-19.89706957716,-16.3806989601989,0.920015271994404,-13.5961253394599,1.21979051524682,7.31135651175439,3.84465487748553,39.5569047714288,-26.2097757272559,-8.40269326489024,-5.23285642988345,-3.95401763194194,11.0861641535273,4.53997713268109,-20.3620818566146,-8.07631499682782,-8.71937731662033,-20.9729176460672,4.88544930794646,6.39220432616477,3.72853444115808,21.802324265773,7.63030693039899,-10.3879873460173,4.81312372102843,3.00773422579411,3.5410519488071,14.8223889370902,-5.81966529938654,-4.01937730857959,-2.30452035777924,-3.45108182510752,7.53426297576661,6.09081702266417,4.57387652801645,-21.4551279790795,4.02389654302787,1.48299509740747,-8.59836341020089,1.61161647205987,8.95577859568991,-1.61679755140871
"628",2022-01-24,-20.781499302636,-4.19291936269182,-7.29915849267593,13.8193549117838,16.6127309822046,-0.69680061684695,-10.8268161299788,3.13861439732193,-1.49976343953413,-20.3905874023759,-10.8806530378658,-0.961710405239344,0.931905804115344,-12.3115266470485,-10.7608909045449,3.57712269811171,-13.0985296558226,1.32629650367897,8.33672771238414,6.51634847632985,44.4507156563398,-20.070031282637,-5.45000463952775,-4.72225481082643,-3.79538395697602,12.1038610942001,7.22668605556243,-12.6714608957956,-2.78008401469249,-5.71258962780598,-20.3291673022796,5.0730015516928,7.49940346915168,6.47260545910291,27.1328326658837,12.5126101559342,-6.98000299678503,5.55736954651525,3.41510955485973,4.88613156104363,17.4575944813865,1.42576523059019,1.51507567708034,0.896467182356458,-2.5933729409353,7.96409871980487,7.43628546593809,7.56026324437986,-13.1025427499923,9.16382686994128,4.60625208713567,-7.64697124837483,2.11291581571162,10.2949391616396,1.59954574549314,-6.1402571702338
"629",2022-01-25,1.98060099666516,-4.06355888181101,14.0498196745552,16.4021236167987,0.641963626795301,-5.87637782273852,10.6386167670691,4.51535448443249,-16.7497018656595,-10.5683631882798,-1.20300001795778,2.26037955210741,-7.28941422856377,-2.18898527950791,9.29252203516318,-9.66831621586636,1.61818945391032,8.13006745874947,7.78063248637493,47.6882998106044,-10.7822858511222,0.801770951154547,-1.53698223805709,-3.47368565866519,11.9175572282527,8.49195189135803,-7.62247245282888,5.16637893570317,0.556098264056633,-16.6587471709277,5.38056667276586,7.31578933473987,7.75880405810995,30.5232182041824,19.5180280489416,-0.411721124114672,8.54110967225028,3.75468339111273,4.71103099719662,18.6285261474982,6.01620563180822,9.39582628413482,6.98134969300598,0.656455365742644,8.30080874849378,7.27850160169531,8.88215019489461,-7.83099231082304,16.4277457597063,10.4635907295226,-4.22807624385058,2.4849425736982,10.154224274454,3.0178763858389,-1.18892010814955,16.5284849174673
"630",2022-01-26,-4.74581391048778,13.7915356476717,16.4004628655882,0.707321397077774,-6.10227171482459,10.1328829201325,3.6292696565489,-17.5187425046892,-10.904666322303,-1.20880537543181,2.32080216135939,-7.52296571687208,-2.77080777017041,8.44853992430242,-10.3940953150042,1.31536902878236,8.12136146396738,7.83400120021396,47.5641669025283,-11.4168055893259,-0.123645255979312,-2.21207256684709,-3.79593634672407,11.9059242356606,8.54130626995545,-7.86599604742743,4.61999218168346,-0.37404336725224,-17.4379564582055,5.08246580052324,7.30009981077048,7.80493280295262,30.3389351880665,19.0124289657371,-1.41355489561822,7.88553790431383,3.41880719079103,4.67231287844256,18.6503280455282,5.7628961235667,8.82366225856825,6.0511788439458,-0.0585849449622948,7.97749015284545,7.23735733331187,8.90295878929758,-8.1262161605342,15.8972541741255,9.56622388800199,-4.98136163417038,2.13761212843166,10.1110031730478,3.03619906303551,-1.47024745098689,15.995912754934,17.2920464461366
"631",2022-01-27,14.9879687982402,16.9556326270338,0.818944010602319,-6.19043318938251,10.5486711425695,4.81484100166476,-15.1679257203802,-9.3563773427652,-0.527780711108694,2.44024021752883,-7.59844741004571,-2.28352231917825,9.58324344964572,-8.17794195871651,2.7011457959647,8.74767797506684,7.95575720436955,47.5122263350647,-10.8758029330897,1.12647353189894,-0.152917792305275,-2.32990280102096,12.5141649326033,8.67109153415956,-7.91413518340924,5.09396122245801,0.888357450311497,-15.0637484930147,6.43083375294577,7.94824846933331,7.94477277723259,30.3181078774607,19.4424109901602,-0.0793568388360364,9.81648092728048,4.83662647694052,5.36176670641817,18.7863471100772,5.74705120870257,9.31826717507495,7.29571666128076,2.04579170391125,9.33586005262179,7.9164235540695,9.06428728650267,-8.13032962188848,16.3631462154625,10.7723891310614,-2.76622544115862,3.59011021450189,10.7769246175529,3.21748034649333,-1.46098158686731,16.4708547373159,18.4026278935397,-16.7190822697603
"632",2022-01-28,12.6970826924489,-1.82136851412904,-6.72338258885164,10.8445924009741,3.21419272781032,-20.4992626088194,-17.6042636200166,-5.70896983270114,-0.185380922010943,-8.18114842064367,-1.98823115068387,8.02979646847509,-13.2170102940976,-4.65985686187617,4.02090495315159,5.45177393482021,47.0394287062619,-10.6021653359207,-0.608178427482468,-4.84706837727046,-10.0951721488663,7.95986195889877,6.1600334809419,-8.58354475759826,5.28862195176907,-0.886309206678599,-20.4898660062992,-0.691224460340645,3.1324793735315,5.38705672816026,29.7739101780963,19.5007742990139,-2.07044782116289,5.31500140470113,-2.69979157746087,0.223232926310584,16.3980108049127,4.97328161424697,9.34531073995814,5.41749431325425,-2.87144828616362,2.13538225400264,2.89292447132372,6.36358906440186,-9.0610312326698,16.3526304101786,8.9321672129148,-7.95419256155367,-4.08832674925386,5.88657246182626,0.315045128830436,-2.37442788073319,16.4251301290987,16.6902436041794,-22.6444575453232,5.19774142132402
"633",2022-01-29,-6.88246143874666,-10.0376508065479,10.6883325359574,3.65669270268434,-22.2772110958273,-22.2811594127959,-12.3299971928781,-5.18727866046524,-11.5711440157497,-2.20394889987665,8.41652046602077,-14.9218398613897,-8.84710516703954,-2.01033835484799,0.71047475531169,44.8484273363144,-10.8759719689057,-0.221868984235217,-6.45752633037681,-14.5262464406265,2.15732290706895,1.43359578437138,-12.0469008633336,5.02019842455354,-0.535577840003417,-22.376840559247,-4.76787183441411,-2.99417844881856,0.600893481014612,27.4419893676409,19.246410783607,-1.72625430320446,3.77070815117863,-6.96866974271815,-6.20498078126198,12.0783022999023,1.79122605720748,9.02551843494043,5.70113710097227,-4.58063773848658,-1.95587046695844,-3.38294203521121,1.50492347216034,-12.7434403346173,16.0269713633543,9.17146833383368,-9.78061954231686,-8.46454416522986,-0.214844821910837,-4.87923827976142,-5.85947894993587,16.0693681353402,16.878405613993,-24.756517569888,1.18942503595834,0.239364168386871
"634",2022-01-30,-7.09686874642621,11.9654790303795,3.76369638527157,-22.4373455077018,-21.5334915388436,-10.5027815313122,-2.13423799889295,-8.57360068472069,-0.723835603075489,8.53815581713238,-15.0482811228053,-8.16263456045603,-0.336286506774507,3.60492529254264,46.8292138230844,-9.2501912228077,-0.06708883863768,-6.55247775518017,-13.7862033805152,3.77704960633339,4.31944119599474,-9.00507287648836,6.43000227166188,-0.358697295322317,-22.4606237481316,-4.07278216084751,-1.27439522599396,3.52367504977245,29.451818653348,20.4585312141856,-1.57629398001302,3.67230352708113,-6.27456071594199,-4.43212868587545,14.6844552350117,4.5252798538179,10.4077134377694,5.86102938978853,-4.66531610247822,-1.27638424263327,-1.64226469325764,4.4369127217402,-9.58908055661452,17.3180815012642,9.34546793647718,-9.84625684453322,-7.72270403424162,1.48693244337063,-1.744004314993,-2.88306414291618,17.3750236297529,17.0558271108568,-24.804822514982,1.88246087930413,1.94777169090606,8.24160504178437
"635",2022-01-31,14.0133476716053,4.88181229257617,-22.3312025514055,-21.6480793289104,-10.0390674251721,-0.831060725352413,-5.33571145663836,1.62317749294011,9.60751543349944,-14.9374029204949,-8.25473696025086,0.0923052937099028,4.84109048241242,48.913632845089,-6.70020239459185,1.11019939395593,-6.43951704715662,-13.8727404818732,4.19528507046764,5.55260129267848,-5.74962904168498,8.61768413295012,0.829330536798123,-22.3190487947854,-4.14249675813547,-0.826628836120515,4.77328766325896,31.6529450190788,22.4109787482054,-0.300992806762959,3.81655513440296,-6.31757788027119,-3.93737151570431,15.8308354115148,7.50556155212132,12.6099410767497,7.04968361575922,-4.49840977530497,-1.30808557668554,-1.15309431243916,5.72707421044081,-6.16653762821273,19.3532848142554,10.4965791075355,-9.66046759091054,-7.74657678897301,1.96842046309641,-0.363930653875048,0.331640676302544,19.4116629014641,18.1149142851126,-24.5817232407023,1.86965112766957,2.43433237408054,9.49205154706156,0.233485306397806
"636",2022-02-01,-0.029056945344094,-25.3061970932404,-21.827435636377,-9.74946706252357,-1.88370264579939,-9.47063039478735,-5.26957019600959,4.92261778669858,-17.761990821904,-8.44420609076664,0.329847250949075,3.82396322608973,46.2671640827953,-14.191969948914,-4.03475119086669,-9.08240095338609,-14.1033481135495,4.398778377694,4.51961570340948,-9.94991518607884,2.18787671731045,-4.34988505904088,-25.3872872723895,-4.38193632751587,-0.637974575322637,3.70818139454837,28.8206479037136,16.7262999379384,-5.74631775551935,1.30784492442088,-6.59584465072809,-3.76505437682995,14.851251515304,3.65140045299573,6.19528668769344,1.9855320834164,-7.25068391625001,-1.60142264746998,-1.01129240521995,4.60631075115102,-10.6146388243836,13.4226406977261,5.60303928117217,-12.5766011598776,-8.08842644950973,2.08080893227892,-1.58215399811697,-3.86686778370105,13.4743529310956,13.6222233642078,-27.9262283320795,1.53119956886952,2.52132972677081,8.37093259902862,-3.99175703233678,-4.0889237487809
"637",2022-02-02,-25.290392652024,-21.8227653084143,-9.74380203355427,-1.87450455080674,-9.47623558487274,-5.26053260376114,4.93573122509691,-17.7461309645587,-8.43917993205607,0.335713889067715,3.83336466472291,46.2683530413385,-14.1810879049178,-4.01946417197612,-9.06678159710805,-14.0971487955613,4.40509609136888,4.52966042430035,-9.95339754658671,2.19811628162358,-4.33361572042082,-25.3682708858169,-4.37543495377008,-0.630598970007301,3.71902666004753,28.8126848703671,16.7286835392216,-5.73745178363774,1.31610601223511,-6.59604684879588,-3.76345244948935,14.8557732003325,3.64160932771833,6.19889789520912,1.9946703673552,-7.24076105415487,-1.60078112922388,-1.0089883979462,4.61210364098235,-10.6247528441131,13.4268232298936,5.61272186343354,-12.5651980410621,-8.08685989774582,2.08376220218489,-1.57521342365394,-3.87531324622086,13.4793768386506,13.6318855501131,-27.9121536822848,1.53342900169117,2.52498428376397,8.3778871934546,-3.9991662535937,-4.08187104170613,-4.91730499460018
"638",2022-02-03,-14.0286489261574,-6.38635954125049,-1.48891589512216,-9.95187158912059,-3.05157161728371,10.3303337442679,-7.05912468592998,-1.47196129233343,3.41653740622719,4.23351211564181,45.9932842086765,-11.7368805057854,1.91481803600508,0.855000474481763,-6.73557909398351,7.39050187777005,4.96269348792043,-10.3217419586146,4.33262386978371,1.65005636764856,-13.9376780055896,2.3870166536173,2.5439652558844,4.19170541987935,28.6021568263593,18.6488284081087,0.566468375471363,10.5981883327726,0.49773987572479,-0.402514632625506,15.314218812675,3.40560313488588,8.40156882572304,7.86670205230816,2.86715734120149,5.18762296071128,2.29485004788731,5.16172809957194,-10.8398500010577,15.4962097517899,11.2958766235529,-1.93342769630538,-0.836395120798232,5.31749657297504,-0.951707645506849,-4.02517719650349,15.583716796055,18.8576235530026,-15.8058990024598,8.16464114089137,5.77498234326363,8.9746650054002,-4.09736648375938,-1.50710224762186,1.46152009169452,2.44834698931444
"639",2022-02-04,-2.41997582771035,0.503109151165733,-9.56810019910794,-3.32153993506308,11.5164784563268,-3.25530390365417,4.10672312596974,7.03389233084288,6.13239786626251,46.298627869637,-11.9955059638037,3.23734478359863,4.39631173295,-0.852369667232692,10.8747640799846,6.86610619943456,-9.87448499434114,4.14021822544245,3.00115593430121,-9.84660301722417,7.78122047245428,6.22710774431868,6.12964984360297,28.9440091373351,18.5292976784222,2.03751004157597,13.9540738246766,6.16977722372271,3.49588045226837,17.0964065666117,3.89575105042025,8.29543263162739,9.25340209339251,6.53121066157149,10.6053217333598,6.10499305982737,7.17651973251529,-10.2458621014033,15.4243831247037,12.6536224661398,1.93050074143916,4.93933263375765,9.02570791541829,1.21307643649349,-3.43826007199401,15.5378702807326,20.1202437398899,-11.3948479292232,13.4373629292508,9.48111028633276,10.9446802115237,-3.48073621546202,-1.53126550423633,3.01974089215386,6.1819444774594,18.4179152733636
"640",2022-02-05,1.32487928618025,-8.99012112849188,-3.25504943102135,11.4775438350656,-2.9734347303813,4.75582498862883,7.99961945667143,6.91311745824418,46.6662131989418,-11.9136469428228,3.20343072875126,4.664789302721,-0.163236881023455,11.8054281107667,7.64611203200576,-9.27862184873385,4.21861644933891,2.97579861704645,-9.52955390102255,8.41725035703291,7.21138209886397,6.92124290092184,29.345050450768,18.6013728515271,2.0147441756846,14.2133226677916,6.83564101441155,4.52830141674691,17.8106368139021,4.44535750135857,8.38474203030539,9.24062309318182,6.82025753646935,11.245458657582,7.11458554990061,7.98158725218499,-9.60717074557114,15.5142528680401,12.6492767942256,2.24153764464156,5.62613694787264,10.0088127229979,2.07557334783224,-2.8313401155093,15.6350715230642,20.1235042952348,-11.0327724443118,14.0683014482504,10.4641769180153,11.7273455237616,-2.86593279165174,-1.40551113741919,3.03243531398654,6.49424548119219,19.0177481775761,9.17699333396816
"641",2022-02-06,-9.59032120779122,-3.56503563213199,11.4438385384796,-2.95040483123858,4.63433831454571,7.69496108466739,6.36239348139991,46.2757587811499,-12.2547775374109,3.1615160737028,4.68117784950501,-0.295415261783957,11.5101156424915,7.09656864909211,-9.88899511497249,3.92227210398924,2.9287396444454,-9.51636661937091,8.29236999609168,6.89726746552976,6.3642118014745,28.9269228070819,18.3289944865312,1.95161595006192,14.2122319595207,6.69402112814945,4.18936219395023,17.3005885871582,3.87615801013049,8.07394672604483,9.17733649712551,6.81417568416935,11.1065955818006,6.7813911905284,7.40741243107503,-10.2643262590717,15.2237619096877,12.583758323173,2.23004419541022,5.47430062066654,9.6826779876565,1.4612224180459,-3.45184016976932,15.3411382982438,20.0593994381171,-11.0516054332264,13.926253766325,10.1363940875643,11.1705569623488,-3.49059651931976,-1.76342979840846,2.94955064240352,6.47354209388047,18.880319451461,8.84115972631814,1.53397010076491
"642",2022-02-07,0.122420030025945,13.4711276982776,-1.91662579028651,5.31868362333431,8.9612837934022,8.82251436312746,50.0162467042028,-7.24526756064622,6.2548214024277,6.47787672893575,1.22540945941934,13.3445674494989,10.1988583756311,-3.37087666334311,9.06774373301458,6.89911970536595,-6.49679566046978,10.4091347021375,9.47524001802393,10.1524485613065,33.9432647929517,23.6250960024171,7.02267449525624,17.4331529078289,9.66519805863818,7.57189466284471,21.3103678040267,11.5148612633321,14.8678671411838,14.7001725317763,11.136077456315,14.6466104429298,10.7224634517239,12.5529836097608,-0.532146581927219,22.2492060615683,18.6856855484996,7.61964687840464,9.9862088005391,14.1260813333022,7.62995433036345,6.57948238918635,23.10776284773,26.3510080865387,-3.96827151414061,18.7094514795462,15.1745664564141,17.3509907492999,7.4359397612365,8.46552418040611,11.4425765584188,13.2408270951973,24.0184741341613,14.5731474758332,9.06619669349357,3.25149808792947
"643",2022-02-08,12.9257955880565,-2.71924610071827,4.56249708887933,8.26101131731416,8.0230619183104,49.1455226763771,-8.67499629855755,4.79747888669284,4.91337002816972,-0.353024177299853,12.0658950974671,8.75671646320747,-5.44283145644246,6.99758361048707,4.58400787083487,-9.22881278912509,8.25604118360442,7.49579421221052,8.05001587043328,31.9458273154485,21.0881952517776,3.74572789712247,14.4996105815733,6.71011175357279,4.86388510193998,18.8591124929264,7.96774001292298,11.190099735857,10.8535627495416,7.14428355810806,11.1379924339582,7.45154108148034,9.16479440678437,-5.56097352309113,18.1071922457986,14.2108468858665,2.59512780240694,5.52470446103498,10.3453795325364,3.34464188246191,0.970169316449417,18.2301776347879,21.559842955598,-10.6157491252602,13.9875859860084,10.8090742370946,12.8802506971291,0.942302640665595,1.72081901010474,4.78624393308024,6.85836428294419,18.95261168051,9.53700084030243,3.44224691096111,-4.52229728183334,14.8758219753902
"644",2022-02-09,-7.45162168465367,2.51880672768227,8.0669071026793,8.1799155527813,48.3053119407134,-12.6752257488513,-1.21518940333666,0.515903526665885,-2.52330080637222,11.860817986285,8.89157558585521,-6.82087380454986,3.55562151855066,-1.45525949130043,-14.2994852142932,6.25250636170191,7.26009171109839,8.16506914722722,30.9886879202885,18.0188684259685,-2.61282960850168,10.3607599581285,4.58042210747254,4.57980448423917,18.9295360317039,6.64942321051419,7.71821954310676,4.95311279895711,2.63344663270166,9.09044643376146,7.15497820793234,9.22274227499303,-7.10041158673079,14.8895911292196,8.52161452126836,-2.15337483076911,3.32774140728418,10.0385584269607,3.38413443890458,-0.499539587514232,15.0013576274945,16.347925544239,-16.0271700442148,11.9691971129831,10.484455072679,12.8959192421577,-0.553224523985341,-2.17912366162602,-1.55236855234708,2.2859295355526,17.0336102896949,9.18813598631875,3.43758482709778,-6.12700798587998,11.4813092982732,11.5400257930604
"645",2022-02-10,4.59351523500092,8.97650308397071,8.28500090175712,48.2242446303949,-11.9120378179525,0.642820099555152,3.54348807827507,-0.331933640771506,12.7420269925718,9.00672095124231,-6.93470345524182,4.22184856753436,0.417521979090672,-10.8127835358891,8.26482235139017,8.19690458352691,8.29206235848478,30.9283740900128,18.623479982074,-0.634121264565276,13.1961608795375,6.6956915360673,5.57610263496668,19.0581275218263,6.5828113346146,8.41139007497025,6.79552981828109,5.71994899518994,11.1139131983672,8.13405134946616,9.37766621484356,-7.15975346314766,15.5404471661535,10.3040674211032,1.09186325198178,5.48814724994801,10.9965641515027,3.56062705975436,-0.539286049439005,15.6628374574153,17.9862722070602,-12.3332530412248,13.9443640311408,11.4469849787419,13.0654669120222,-0.577135199048234,-1.37021294740623,0.446706009411221,5.40348886097618,18.9025525442487,10.1739897220244,3.63707212147744,-6.13560134095337,12.1939086558033,13.2901798434246,11.7616976584452
"646",2022-02-11,7.70547444867709,7.60688944649893,48.1174524309772,-11.8144563896912,0.169035790745618,2.2785058216583,-2.41478882356026,11.5182158505049,8.32750689106241,-7.06991668840339,4.29538406971979,-0.0661550988543009,-12.2735485957197,6.35566849230336,6.90371340299141,7.60103912075805,30.8345210896113,18.6840578475465,-1.1442353436787,12.0121227923063,4.70237956513807,4.21984501363054,18.433674675315,6.44640446974684,8.46974425335434,6.31468264183836,4.42758919268526,9.21049705707486,6.80891049295864,8.67208993027371,-7.32703737382759,15.5852476090842,9.83328088857903,-0.270569721973972,3.45948896844343,9.70727405490462,2.80292236627088,-0.706324530174049,15.6986230997919,17.5484899501871,-13.8881221768568,12.0928759785979,10.1588157014282,12.3762906429102,-0.754277765267094,-1.3378996132738,-0.0935420769948136,4.08782126217214,17.1536560555006,8.86182955224273,2.86635174257678,-6.33307557868832,12.2126795773843,12.8119644880587,10.5286007632755,8.93967091185966
"647",2022-02-12,5.00657967909117,46.9157473002834,-12.0394512420702,0.322810291218562,1.39098809651946,-4.76794279822547,8.35513666634058,5.7343533700872,-9.03485698007774,4.08152713024311,0.0653835866856795,-13.3151213021146,4.18937772145213,3.56330638693936,4.97413080036952,29.4872475793004,18.4565085592634,-1.05466868873789,11.1304878979201,2.40539346443211,0.690063322790714,16.0406252765661,4.60701823523239,8.19281725128018,6.37598144053516,3.451083543647,7.00798170119088,3.36226167958523,5.97964454031809,-9.45670870117271,15.3107725354209,9.87153617980307,-1.31479452535953,1.10240918792898,6.35593657855477,-0.0763664569874541,-2.72282119489505,15.4055665065795,17.5646027604471,-15.0964583577705,9.93291956530778,6.8124290377305,9.76816498398425,-2.78986280451499,-1.71284087690369,-0.0967714028197355,3.05150949246144,15.1052041131567,5.45516952260819,-0.0385927154314367,-8.50042083900718,11.8683455890172,12.7894005848434,9.54451210442871,6.67404142133057,8.41835683836862
"648",2022-02-13,45.4009268502594,-13.3141699327041,0.200216034071439,1.49641089515808,-5.27810872836309,7.20297684772278,3.5975816965861,-11.3771307010199,2.98884861853353,-0.0615984505678168,-13.1990409602992,3.72001464810311,2.34914066881879,2.81978954992405,27.9338758297383,17.5101742582847,-1.1694133119824,11.2393591036302,1.93113205285717,-0.566787491651439,14.1150657200226,2.50706496173659,7.12617924249875,6.26573168877441,3.56488147951689,6.55332593556452,2.13750518161958,3.8231520646303,-11.8645426348752,14.3257313685108,9.76162729579118,-1.20005714284088,0.615952215982453,5.16744913123916,-2.37197504679932,-4.98094335228779,14.4205250755216,17.4606400330676,-14.9714003137674,9.48723916466671,5.62807081161885,7.69817475002631,-5.04790722951074,-2.89854319906174,-0.227157510671516,3.15241838420796,14.6826185209464,4.25187204404344,-2.33379094692363,-10.8823049023035,10.8398092393284,12.672202788739,9.63454997707524,6.20674757052756,7.25113562506218,7.11028083480624
"649",2022-02-14,-34.1830060023783,-8.70197428960264,0.665380257313561,-4.85310530225956,3.97714875605676,-6.6459359299559,-38.3758149951343,-14.9479405693997,-9.07870822700064,-14.2714444845765,4.01685818688995,-1.12541870948402,-7.58245529287064,9.76037542811163,1.59473149134942,-10.7475979503297,10.2447245101952,2.11447182352453,-4.31876029983353,4.65312105919992,-22.1348873171564,-10.8583821103169,-2.69482297803136,2.38207326743894,6.63724620413159,-1.5945426105935,-6.84820278561929,-40.2036644055895,-2.32510260248211,1.05250947644414,-2.54806765439571,0.60897355912479,1.47263143525249,-13.8110069806215,-31.6368725817506,-2.27212300068554,9.41916455318463,-16.6236141837785,9.39352594864041,1.8734009809068,-2.68790541276867,-31.781520437307,-23.0416291100566,-10.0831077908927,1.65936033075414,14.5122054797438,0.363655950424637,-13.9287202825471,-39.1647471471276,-6.67640237586037,4.00553619479838,8.14730759866495,5.92945898765444,3.40852547654094,-3.48711764448983,-28.9267153147674
"650",2022-02-15,1.47055112726046,5.53258227763321,-4.33233639611778,3.71825755664113,-4.32941636763168,-28.8090029072595,-1.4308285611538,1.17188840654086,-8.61125069136752,4.5525226880604,-1.34190152763922,-5.19028141480973,16.0506525938713,13.3719646719311,-0.173641944538472,14.7032144602434,2.55443344961906,-4.65622202757825,6.70554589834852,-13.5647509060455,2.4433605764357,7.15011280322662,7.2840598254137,7.11547362890932,-1.86589107482159,-4.49257609261322,-30.3010077215513,9.98415530655857,10.5764443620395,2.6567935278466,1.18014971668644,1.26485413946183,-11.2428195678949,-22.2788565350276,10.0620858302823,18.1726624918944,-10.6417861667392,9.97052731502768,1.72143358148745,-0.317605634396387,-22.3529737107245,-8.16497786478445,0.597261955173329,6.75589474994814,15.109479156103,0.264970705190702,-11.2402224817266,-29.1445965914433,6.25409899040683,13.355693792916,12.9563556792127,6.64459424584798,3.36659399988762,-0.991845411563442,-19.5852706086698,6.05199124094998
"651",2022-02-16,5.09051049133447,-4.60947593054838,3.71629590188864,-4.24455635919575,-29.0208308816018,-1.82184052129262,0.588467919349404,-9.11779780852504,4.29977199911245,-1.34369454703435,-5.10455470276285,15.8647911547259,12.9791588728159,-0.84052641068475,14.2465884014767,2.24353864394954,-4.70196643241242,6.74302387280482,-13.8151586964829,2.00263956563999,6.53416131122287,6.78943413356437,6.82003288022964,-1.91008136590429,-4.45037420880383,-30.5871552079425,9.57900038074039,9.98530049506715,2.13927068197925,0.866784070233656,1.22234511949062,-11.1976519047117,-22.5463030318232,9.65876757667269,17.6336189463716,-11.2279944905578,9.6859000142869,1.67944170762644,-0.276658323328723,-22.6195054333596,-8.64826165670578,-0.0552912538625712,6.26354881681932,14.841907472817,0.22268077884782,-11.1945782102828,-29.4247944687037,5.83676296954581,12.7888574783506,12.4983093815997,6.35122543485608,3.32593238019413,-0.950190062072023,-19.8436904464751,5.63526904621326,35.973123931986
